Date,Open,High,Low,Close,Adj Close,Volume
2020-09-17,22.147499,22.325001,21.665001,21.775000,21.736582,49546800
2020-09-18,21.900000,22.387501,21.510000,21.790001,21.751556,60468400
2020-09-21,21.307501,22.287500,21.082500,22.174999,22.135876,60979200
2020-09-22,22.400000,22.545000,21.875000,22.372499,22.333027,52746800
2020-09-23,22.372499,22.492500,21.552500,21.620001,21.581858,43341200
2020-09-24,21.725000,22.447500,21.424999,22.325001,22.285612,48450000
2020-09-25,22.102501,22.775000,21.875000,22.657499,22.617525,43119200
2020-09-28,22.900000,23.070000,21.754999,21.867500,21.828920,63056000
2020-09-29,21.885000,22.212500,21.639999,21.870001,21.831415,38303600
2020-09-30,22.027500,22.475000,21.809999,22.299999,22.260654,46979200
2020-10-01,22.334999,22.975000,22.302500,22.975000,22.934465,45613200
2020-10-02,22.762501,22.945000,21.900000,22.012501,21.973665,59527200
2020-10-05,22.245001,22.674999,22.065001,22.535000,22.495241,48107600
2020-10-06,22.750000,22.799999,22.215000,22.325001,22.285612,42778000
2020-10-07,22.424999,22.692499,22.225000,22.235001,22.195770,41633600
2020-10-08,22.450001,23.000000,22.275000,22.967501,22.926979,46569200
2020-10-09,22.975000,24.537500,22.900000,24.537500,24.494207,92367600
2020-10-13,24.882500,26.100000,24.875000,26.000000,25.954128,94711200
2020-10-14,26.500000,27.250000,25.040001,25.680000,25.634693,83598100
2020-10-15,25.020000,26.070000,25.000000,25.510000,25.464993,34750000
2020-10-16,25.760000,26.049999,25.160000,25.799999,25.754480,32673100
2020-10-19,26.110001,26.299999,25.350000,25.690001,25.644674,36433600
2020-10-20,25.799999,26.139999,25.650000,26.040001,25.994057,27788700
2020-10-21,26.000000,26.799999,25.959999,26.219999,26.173738,35433800
2020-10-22,26.350000,26.400000,26.000000,26.100000,26.053953,23097100
2020-10-23,26.100000,26.209999,25.650000,25.920000,25.874269,23943900
2020-10-26,25.799999,26.100000,25.110001,25.469999,25.425062,25781400
2020-10-27,25.530001,25.750000,25.120001,25.450001,25.405100,20697400
2020-10-28,24.799999,25.240000,24.400000,24.629999,24.586544,36016800
2020-10-29,24.400000,25.580000,23.879999,25.360001,25.315258,37853300
2020-10-30,25.150000,25.299999,24.160000,24.629999,24.586544,31118300
2020-11-03,25.280001,25.389999,24.750000,24.990000,24.945910,25250200
2020-11-04,25.400000,26.629999,25.370001,26.190001,26.143793,51188300
2020-11-05,26.879999,27.700001,26.740000,27.450001,27.401571,46382700
2020-11-06,27.000000,27.360001,26.510000,27.330000,27.281780,33294500
2020-11-09,28.150000,28.309999,26.350000,26.450001,26.403336,71761700
2020-11-10,26.010000,27.120001,25.180000,25.219999,25.175503,79060600
2020-11-11,25.400000,26.209999,25.280001,25.580000,25.534868,51171300
2020-11-12,25.530001,25.950001,24.910000,25.480000,25.435045,33819000
2020-11-13,25.760000,25.780001,24.860001,25.100000,25.055717,35563800
2020-11-16,25.299999,25.389999,24.270000,24.850000,24.806158,41356200
2020-11-17,24.750000,25.270000,24.530001,24.730000,24.686367,31907900
2020-11-18,24.700001,24.730000,24.070000,24.540001,24.496704,31523100
2020-11-19,24.530001,24.719999,23.820000,24.639999,24.596525,50040100
2020-11-23,24.299999,24.370001,23.219999,23.420000,23.378679,59639700
2020-11-24,23.370001,23.969999,22.900000,23.700001,23.658186,57465100
2020-11-25,23.670000,24.309999,23.520000,24.000000,23.957657,38914800
2020-11-26,23.900000,24.299999,23.820000,24.250000,24.207216,23108700
2020-11-27,24.320000,24.549999,23.920000,24.190001,24.147322,36125600
2020-11-30,24.200001,24.690001,23.219999,23.379999,23.338749,67110300
2020-12-01,23.650000,23.770000,22.600000,22.879999,22.839632,49280200
2020-12-02,22.879999,23.170000,22.750000,23.049999,23.009331,25575700
2020-12-03,23.080000,23.600000,22.930000,23.299999,23.258890,33183700
2020-12-04,23.420000,23.850000,23.170000,23.660000,23.618258,22737900
2020-12-07,23.660000,24.270000,23.430000,23.799999,23.758007,24571500
2020-12-08,23.730000,24.950001,23.610001,24.950001,24.905981,42095700
2020-12-09,24.950001,25.059999,23.809999,23.980000,23.937691,41174000
2020-12-10,24.100000,24.160000,23.170000,23.400000,23.358713,33674300
2020-12-11,23.090000,23.530001,22.719999,22.990000,22.949438,38144400
2020-12-14,23.000000,24.219999,22.870001,24.049999,24.007568,43300500
2020-12-15,24.049999,24.820000,23.639999,24.610001,24.566582,39496800
2020-12-16,24.500000,24.969999,24.170000,24.959999,24.915962,41309900
2020-12-17,24.860001,25.110001,24.360001,24.540001,24.496704,23427200
2020-12-18,24.480000,24.629999,24.100000,24.520000,24.476740,31019400
2020-12-21,23.930000,25.379999,23.610001,25.000000,24.955893,52188800
2020-12-22,25.290001,25.420000,24.850000,25.160000,25.115610,25236200
2020-12-23,25.250000,25.629999,24.969999,24.969999,24.925945,20558600
2020-12-28,24.780001,25.330000,24.400000,25.250000,25.205452,23099100
2020-12-29,25.230000,25.559999,25.020000,25.280001,25.235399,17789700
2020-12-30,25.370001,25.660000,24.950001,24.950001,24.931921,19188700
2021-01-04,25.260000,25.580000,24.870001,25.200001,25.181740,25706100
2021-01-05,25.100000,25.180000,24.340000,24.760000,24.742058,25431900
2021-01-06,24.650000,24.660000,23.420000,23.459999,23.442999,51799000
2021-01-07,23.639999,23.850000,22.950001,23.160000,23.143217,42146600
2021-01-08,23.190001,24.299999,23.020000,23.840000,23.822723,43988100
2021-01-11,23.500000,23.850000,23.330000,23.490000,23.472977,26648100
2021-01-12,23.600000,24.320000,23.250000,24.200001,24.182465,35040100
2021-01-13,24.200001,24.200001,23.549999,24.020000,24.002594,25610200
2021-01-14,24.150000,24.160000,23.500000,23.730000,23.712803,25548400
2021-01-15,23.730000,24.110001,23.350000,23.959999,23.942636,32761100
2021-01-18,24.049999,24.650000,23.910000,24.450001,24.432283,24257200
2021-01-19,24.540001,24.950001,23.820000,24.080000,24.062550,21025600
2021-01-20,24.180000,25.530001,24.120001,25.420000,25.401579,48089300
2021-01-21,25.400000,25.650000,24.850000,25.490000,25.471527,33038900
2021-01-22,25.129999,26.299999,25.100000,25.990000,25.971165,43004200
2021-01-26,26.250000,27.070000,25.670000,25.750000,25.731340,44474300
2021-01-27,25.719999,26.389999,25.350000,25.790001,25.771311,44942000
2021-01-28,25.870001,26.500000,25.389999,26.190001,26.171021,32819900
2021-01-29,25.740000,26.080000,25.030001,25.270000,25.251688,36141300
2021-02-01,25.680000,25.740000,24.750000,24.930000,24.911934,29267700
2021-02-02,25.299999,25.730000,25.200001,25.299999,25.281666,27563200
2021-02-03,25.440001,25.770000,25.040001,25.650000,25.631413,20963300
2021-02-04,25.639999,26.200001,25.160000,25.309999,25.291658,19706400
2021-02-05,25.379999,26.090000,25.379999,25.850000,25.831268,24918700
2021-02-08,25.850000,26.400000,25.520000,26.160000,26.141043,25773300
2021-02-09,26.160000,26.450001,25.900000,26.240000,26.220984,19348100
2021-02-10,26.100000,26.120001,25.110001,25.299999,25.281666,40037100
2021-02-11,25.299999,25.950001,25.299999,25.650000,25.631413,20569900
2021-02-12,25.520000,25.980000,25.350000,25.910000,25.891224,15132400
2021-02-17,25.719999,26.209999,25.459999,25.500000,25.481522,24753500
2021-02-18,25.500000,25.590000,24.799999,25.040001,25.021854,22577800
2021-02-19,24.920000,25.389999,24.190001,24.940001,24.921926,38672200
2021-02-22,24.230000,24.520000,23.660000,24.250000,24.232428,41412400
2021-02-23,24.299999,25.080000,23.850000,24.860001,24.841986,43889700
2021-02-24,24.930000,25.100000,24.200001,24.639999,24.622143,37411000
2021-02-25,24.590000,25.020000,23.809999,24.049999,24.032572,57969900
2021-02-26,24.080000,24.959999,23.980000,24.180000,24.162477,45690100
2021-03-01,24.559999,25.000000,24.170000,24.549999,24.532209,22131200
2021-03-02,24.290001,24.600000,23.590000,24.270000,24.252413,35351400
